bil,peringkatSekolah,ppd,kodSekolah,namaSekolah,alamatSurat,poskodSurat,bandarSurat,negeri,noTelefon,noFax,formattedAddress,latitude,longitude,neighborhood,establishment,administrativeLevels,administrativeLevelsShort,streetName,city,country,countryCode,zipcode,provider,streetNumber
1603,Rendah,PPD HULU SELANGOR,BBC5027,SJK(C) CHOONG CHEE,"JALAN BESAR, HULU YAM LAMA",44300,BATANG KALI,SELANGOR,360752973,360752973,"No. 38 Jalan Besar Ulu Yam Lama, 44300 Batang Kali, Selangor, Malaysia",3.4543676,101.6408005,,,Selangor,Selangor,,Batang Kali,Malaysia,MY,44300,google,
1607,Rendah,PPD HULU SELANGOR,BBC5031,SJK(C) KERLING,KAMPUNG AIR PANAS,44100,KERLING,SELANGOR,360481217,360481217,"Kampung Air Panas, 44100 Kerling, Selangor, Malaysia",3.592164,101.6092159,Kampung Air Panas,,Selangor,Selangor,,Kerling,Malaysia,MY,44100,google,
1606,Rendah,PPD HULU SELANGOR,BBC5030,SJK(C) KAMPUNG GURNEY,ULU YAM BARU,44300,BATANG KALI,SELANGOR,360752072,360751513,"Hulu Yam Bharu, 48200 Batang Kali, Selangor, Malaysia",3.427953,101.659144,Hulu Yam Bharu,,Selangor,Selangor,,Batang Kali,Malaysia,MY,48200,google,
1608,Rendah,PPD HULU SELANGOR,BBC5032,SJK(C) KHING MING,JALAN SEKOLAH,44000,KUALA KUBU BHARU,SELANGOR,360641167,360641167,"Jalan Kolam Air, Pekan Kuala Kubu Bharu, 44000 Kuala Kubu Baru, Selangor, Malaysia",3.569055,101.6630021,Pekan Kuala Kubu Bharu,,Selangor,Selangor,Jalan Kolam Air,Kuala Kubu Baru,Malaysia,MY,44000,google,
1609,Rendah,PPD HULU SELANGOR,BBC5035,SJK(C) RASA,"JALAN KUALA KALI,",44200,RASA,SELANGOR,360573344,360573344,"19, Jalan Kuala Kali, Taman Rasa Jaya, 44200 Rasa, Selangor, Malaysia",3.4964352,101.6330238,Taman Rasa Jaya,,Selangor,Selangor,Jalan Kuala Kali,Rasa,Malaysia,MY,44200,google,19
1610,Rendah,PPD HULU SELANGOR,BBC5037,SJK(C) SERENDAH,JALAN BESAR SERENDAH,48200,SERENDAH,SELANGOR,360811433,360811433,"Jalan Besar, New Green Park, 48000 Rawang, Selangor, Malaysia",3.3323227,101.5716369,New Green Park,,Selangor,Selangor,Jalan Besar,Rawang,Malaysia,MY,48000,google,
1611,Rendah,PPD SABAK BERNAM,BBC6030,SJK(C) CHEONG HUA,"SIMPANG 4, BNO",45200,SABAK BERNAM,SELANGOR,332136260,332136260,"Bagan Nakhoda Omar, Sungai Air Tawar, Selangor, 45100 Sabak, Malaysia",3.7767563,100.8923357,,,,,,Sabak,Malaysia,MY,45100,google,
1612,Rendah,PPD SABAK BERNAM,BBC6031,SJK(C) HAI PING,BAGAN SUNGAI BURUNG,45300,SUNGAI BESAR,SELANGOR,332242693,332242693,"Bagan Sungai Burong, 45400 Sungai Besar, Selangor, Malaysia",3.6880832,100.9439689,Bagan Sungai Burong,,Selangor,Selangor,,Sungai Besar,Malaysia,MY,45400,google,
1614,Rendah,PPD SABAK BERNAM,BBC6033,SJK(C) MOON TECK,JALAN MOON TECK,45100,SG. AIR TAWAR,SELANGOR,332136319,332136319,"Jalan Moon Teck, Kampung Sungai Ayer Tawar, 45100 Sungai Ayer Tawar, Selangor, Malaysia",3.8429251,100.8955077,Kampung Sungai Ayer Tawar,,Selangor,Selangor,Jalan Moon Teck,Sungai Ayer Tawar,Malaysia,MY,45100,google,
1613,Rendah,PPD SABAK BERNAM,BBC6032,SJK(C) LUM HUA,JALAN RAJA CHULAN,45200,SABAK BERNAM,SELANGOR,332161318,332161318,"Jalan Raja Chulan, Pekan Sabak Bernam, 45200 Sabak, Selangor, Malaysia",3.7703992,100.9854913,Pekan Sabak Bernam,,Selangor,Selangor,Jalan Raja Chulan,Sabak,Malaysia,MY,45200,google,
1615,Rendah,PPD SABAK BERNAM,BBC6034,SJK(C) PHOOI TEE,SUNGAI PULAI,45200,SABAK BERNAM,SELANGOR,332162051,332162051,"Kampung Sungai Pulai, 45400 Sabak, Selangor, Malaysia",3.720954,100.938695,Kampung Sungai Pulai,,Selangor,Selangor,,Sabak,Malaysia,MY,45400,google,
1616,Rendah,PPD SABAK BERNAM,BBC6035,SJK(C) POAY CHNEH,JALAN BAGAN SG. LANG,45100,SG. AIR TAWAR,SELANGOR,332136100,332136100,"Jalan 2 Sungai Lang, 45400 Sungai Ayer Tawar, Selangor, Malaysia",3.8226347,100.8136904,,,Selangor,Selangor,Jalan 2 Sungai Lang,Sungai Ayer Tawar,Malaysia,MY,45400,google,
1617,Rendah,PPD SABAK BERNAM,BBC6036,SJK(C) SIN MIN,JALAN PANCHANG  BEDENA,45300,SUNGAI BESAR,SELANGOR,60332241257,60332241257,"Jalan Panchang Bedena, 45300 Sungai Besar, Selangor, Malaysia",3.6922415,100.9627091,,,Selangor,Selangor,Jalan Panchang Bedena,Sungai Besar,Malaysia,MY,45300,google,
1618,Rendah,PPD SABAK BERNAM,BBC6037,SJK(C) PHOOI MIN,TELUK RU & BETING KEPAH,45100,SG AIR TAWAR,SELANGOR,332137387,332137387,,,,,,,,,,,,,,
1619,Rendah,PPD SABAK BERNAM,BBC6038,SJK(C) YOKE KUAN,JALAN GEREJA,45400,SEKINCHAN,SELANGOR,332410173,332410205,"Jalan Gereja, Pekan Sekinchan, 45400 Sekinchan, Selangor, Malaysia",3.5087632,101.1049281,Pekan Sekinchan,,Selangor,Selangor,Jalan Gereja,Sekinchan,Malaysia,MY,45400,google,
1620,Rendah,PPD SABAK BERNAM,BBC6039,SJK(C) KIAN SIT,LORONG 3  SITE A,45400,SEKINCHAN,SELANGOR,332411722,332411722,"92C, Lorong 3, Site C, Sekinchan, 45400, Sekinchan, Selangor, Malaysia",3.509812,101.103988,,,,,,,Malaysia,MY,,google,
1621,Rendah,PPD GOMBAK,BBC7401,SJK(C) CHAP KHUAN,BATU ARANG,48100,BATU ARANG,SELANGOR,360352254,360352254,"48100 Batu Arang, Selangor, Malaysia",3.3217785,101.4679893,,,Selangor,Selangor,,Batu Arang,Malaysia,MY,48100,google,
1622,Rendah,PPD GOMBAK,BBC7402,SJK(C) KHEOW BIN,BATU CAVES,68100,BATU CAVES,SELANGOR,361850993,361860993,"Batu Caves, 68100 Batu Caves, Selangor, Malaysia",3.2378844,101.6840385,Batu Caves,,Selangor,Selangor,,Batu Caves,Malaysia,MY,68100,google,
1623,Rendah,PPD GOMBAK,BBC7403,SJK(C) KUANG,KAMPUNG BARU KUANG,48050,RAWANG,SELANGOR,360372936,360372936,"Kampung Baru Cina Kuang, 47000 Rawang, Selangor, Malaysia",3.254509,101.553516,Kampung Baru Cina Kuang,,Selangor,Selangor,,Rawang,Malaysia,MY,47000,google,
1624,Rendah,PPD GOMBAK,BBC7404,SJK(C) KUNDANG,KAMPUNG BARU KUNDANG,48020,RAWANG,SELANGOR,360342345,360342345,"Kampung Baru Kundang, 48020 Rawang, Selangor, Malaysia",3.276892,101.5127701,Kampung Baru Kundang,,Selangor,Selangor,,Rawang,Malaysia,MY,48020,google,
1625,Rendah,PPD GOMBAK,BBC7405,SJK(C) SAN YUK,KAMPUNG KENANGA,48000,RAWANG,SELANGOR,360916391,360916391,"Kampung Kenanga, 48000 Rawang, Selangor, Malaysia",3.314331,101.5803731,Kampung Kenanga,,Selangor,Selangor,,Rawang,Malaysia,MY,48000,google,
1626,Rendah,PPD GOMBAK,BBC7406,SJK(C) SELAYANG BARU,"JALAN 45, SELAYANG BARU",68100,BATU CAVES,SELANGOR,361389089,361363541,"Jalan 45, Selayang Baru, 68100 Batu Caves, Selangor, Malaysia",3.2549059,101.666689,Selayang Baru,,Selangor,Selangor,Jalan 45,Batu Caves,Malaysia,MY,68100,google,
1627,Rendah,PPD GOMBAK,BBC7407,SJK(C) DESA JAYA,KEPONG,52100,KUALA LUMPUR,SELANGOR,362761185,362751185,"Pekan Kepong, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.213966,101.6355931,Pekan Kepong,,Wilayah Persekutuan Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,,Kuala Lumpur,Malaysia,MY,52100,google,
1628,Rendah,PPD GOMBAK,BBC7408,SJKC KOTA EMERALD,"LINGKARAN BUKIT EMERALD, TAMAN EMERALD",48000,RAWANG,SELANGOR,360912386,360914708,,,,,,,,,,,,,,
1629,Rendah,PPD PETALING UTAMA,BBC8401,SJK(C) CHEN MOH,JALAN 2/32,46000,PETALING JAYA,SELANGOR,377824982,377839006,"Jalan 2/32, Seksyen 2 Petaling Jaya, 46000 Petaling Jaya, Selangor, Malaysia",3.0843977,101.6444193,Seksyen 2 Petaling Jaya,,Selangor,Selangor,Jalan 2/32,Petaling Jaya,Malaysia,MY,46000,google,
1630,Rendah,PPD PETALING UTAMA,BBC8402,SJK(C) DAMANSARA,JALAN TROPICANA UTARA,47410,PETALING JAYA,SELANGOR,377264568,377264528,"Jalan Tropicana Utara, Tropicana, 47410 Petaling Jaya, Selangor, Malaysia",3.1381798,101.5970376,Tropicana,,Selangor,Selangor,Jalan Tropicana Utara,Petaling Jaya,Malaysia,MY,47410,google,
1631,Rendah,PPD PETALING PERDANA,BBC8403,SJK(C) KUNG MAN,"BATU 11 ,SERDANG LAMA",43300,SERI KEMBANGAN,SELANGOR,389486993,389482169,"Jalan Kb 1/3a, Kampung Baru Balakong, 43300 Seri Kembangan, Selangor, Malaysia",3.0288994,101.7463376,Kampung Baru Balakong,,Selangor,Selangor,Jalan Kb 1/3a,Seri Kembangan,Malaysia,MY,43300,google,
1632,Rendah,PPD PETALING PERDANA,BBC8404,SJK(C) HAN MING,"JALAN MASJID, BATU 14,PUCHONG",47100,PUCHONG,SELANGOR,380611641,380608640,"Jalan Masjid, 47100 Puchong, Selangor, Malaysia",2.9933108,101.6242923,,,Selangor,Selangor,Jalan Masjid,Puchong,Malaysia,MY,47100,google,
1633,Rendah,PPD PETALING PERDANA,BBC8405,SJK(C) SERDANG BARU (1),JALAN SEKOLAH,43300,SERI KEMBANGAN,SELANGOR,389486644,389422791,"Jalan Sekolah, Kampung Baru Seri Kembangan, 43300 Seri Kembangan, Selangor, Malaysia",3.0237326,101.7026593,Kampung Baru Seri Kembangan,,Selangor,Selangor,Jalan Sekolah,Seri Kembangan,Malaysia,MY,43300,google,
1635,Rendah,PPD PETALING PERDANA,BBC8407,SJK(C) SUBANG,KAMPUNG BARU SUBANG,40150,SHAH ALAM,SELANGOR,378461596,378465412,"Kampung Subang Baru, 40150 Shah Alam, Selangor, Malaysia",3.1292909,101.5221221,Kampung Subang Baru,,Selangor,Selangor,,Shah Alam,Malaysia,MY,40150,google,
1634,Rendah,PPD PETALING PERDANA,BBC8406,SJK(C) SERDANG BARU (2),SERI KEMBANGAN,43300,SERI KEMBANGAN,SELANGOR,389481176,389484054,"43300, Selangor, Malaysia",3.0236951,101.6954435,,,Selangor,Selangor,,,Malaysia,MY,43300,google,
1636,Rendah,PPD PETALING UTAMA,BBC8408,SJK(C) SUNGAI WAY,"JALAN SS9A/1, SUNGAI WAY",47300,PETALING JAYA,SELANGOR,378754705,378735245,"626A, Jalan SS 9a/1, Ss 9a, 47300 Petaling Jaya, Selangor, Malaysia",3.0859947,101.6201205,Ss 9a,,Selangor,Selangor,Jalan SS 9a/1,Petaling Jaya,Malaysia,MY,47300,google,626A
1637,Rendah,PPD PETALING UTAMA,BBC8409,SJK(C) SUNGAI BULOH,KAMPUNG BARU SUNGAI BULOH,47000,SUNGAI BULOH,SELANGOR,361561673,361561069,"Kampung Baru Sungai Buloh, 40160 Sungai Buloh, Selangor, Malaysia",3.1935278,101.569722,Kampung Baru Sungai Buloh,,Selangor,Selangor,,Sungai Buloh,Malaysia,MY,40160,google,
1638,Rendah,PPD PETALING PERDANA,BBC8410,SJK(C) YAK CHEE,BATU 8 KUCHAI PUCHONG,47190,PUCHONG,SELANGOR,380701161,380764025,"C-28, Jalan Besar & Jalan Puchong, Batu 8, 47190 Puchong, Selangor, Malaysia",3.058662,101.6392159,Batu 8,,Selangor,Selangor,Jalan Besar,Puchong,Malaysia,MY,47190,google,C-28
1639,Rendah,PPD PETALING UTAMA,BBC8411,SJK(C) YUK CHAI,JLN SS24/1 TAMAN MEGAH,47301,PETALING JAYA,SELANGOR,378054575,378063670,"No. 19, Jalan SS24/1, Taman Megah, Petaling Jaya, 47301, Petaling Jaya, Selangor, 47301, Malaysia",3.1156773,101.608092,,,,,,,Malaysia,MY,47301,google,
1640,Rendah,PPD PETALING UTAMA,BBC8412,SJK(C) YUK CHYUN,BT 6 1/2 JLN KLANG LAMA,46000,PETALING JAYA,SELANGOR,377820543,377811227,"6, Jalan Klang Lama, Taman Hock Ann, 58100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.0956577,101.6752967,Taman Hock Ann,,Wilayah Persekutuan Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,Jalan Klang Lama,Kuala Lumpur,Malaysia,MY,58100,google,6
1641,Rendah,PPD PETALING UTAMA,BBC8413,SJK(C) PUAY CHAI,JALAN SS 2/54,47300,PETALING JAYA,SELANGOR,378744363,378770677,"Jalan SS 2/54, SS 2, 46300 Petaling Jaya, Selangor, Malaysia",3.117025,101.6261808,SS 2,,Selangor,Selangor,Jalan SS 2/54,Petaling Jaya,Malaysia,MY,46300,google,
1642,Rendah,PPD PETALING PERDANA,BBC8414,SJK(C) LICK HUNG,JALAN SS 19/6,47500,SUBANG JAYA,SELANGOR,356351333,356323268,"Jalan SS 19/6, Subang Jaya, Selangor, Malaysia",3.0653723,101.5767964,,,Selangor,Selangor,Jalan SS 19/6,Subang Jaya,Malaysia,MY,,google,
1643,Rendah,PPD PETALING UTAMA,BBC8415,SJK(C) PUAY CHAI 2,"JALAN BU3/1, BANDAR UTAMA",47800,PETALING JAYA,SELANGOR,377264298,377225564,"1, Jalan BU 3/2, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",3.147622,101.6117653,Bandar Utama,,Selangor,Selangor,Jalan BU 3/2,Petaling Jaya,Malaysia,MY,47800,google,1
1644,Rendah,PPD PETALING PERDANA,BBC8416,SJK(C) TUN TAN CHENG LOCK,"KOMPLEKS SEK. WAWASAN,PERSIARAN KEWAJIPAN",47630,SUBANG JAYA,SELANGOR,380232174,380232174,"Kompleks Sekolah Wawasan, USJ 15, Persiaran Kewajipan, 47630 Subang Jaya, Selangor, Malaysia",3.0354325,101.5897849,,,Selangor,Selangor,Persiaran Kewajipan,Subang Jaya,Malaysia,MY,47630,google,
1645,Rendah,PPD PETALING PERDANA,BBC8417,SJK(C) CHEE WEN,"USJ 1,  JALAN  SUBANG  MEWAH, SUBANG  MEWAH",47600,SUBANG JAYA,SELANGOR,380236745,380236341,"31, Jalan Perindustrian USJ 1, Subang Mewah, 47600, Subang Jaya, Selangor, 47600, Malaysia",3.049325,101.569977,,,,,,,Malaysia,MY,47600,google,
1646,Rendah,PPD PETALING UTAMA,BBC8418,SJK(C) DESA JAYA 2,"PERSIARAN PERDANA,BANDAR SRI DAMANSARA",52200,KUALA LUMPUR,SELANGOR,362720835,362720636,"Persiaran Perdana, Bandar Sri Damansara, 52200 Kuala Lumpur, Selangor, Malaysia",3.1932851,101.6072183,Bandar Sri Damansara,,Selangor,Selangor,Persiaran Perdana,Kuala Lumpur,Malaysia,MY,52200,google,
1647,Rendah,PPD PETALING PERDANA,BBC8419,SJK(C) LADANG HARCROFT,"JALAN KASAWARI 11, BANDAR PUCHONG JAYA",47180,PUCHONG,SELANGOR,380767014,380767014,"47180 Puchong, Selangor, Malaysia",3.0414051,101.6470674,,,Selangor,Selangor,,Puchong,Malaysia,MY,47180,google,
1648,Rendah,PPD PETALING UTAMA,BBC8420,SJK(C) CHUNG HWA DAMANSARA,JALAN 17A/1,46400,PETALING JAYA,SELANGOR,379545129,379545131,"Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",3.1238708,101.6342658,Seksyen 17,,Selangor,Selangor,,Petaling Jaya,Malaysia,MY,46400,google,
1649,Rendah,PPD PETALING PERDANA,BBC8421,SJK(C) TUN TAN SIEW SIN,"PERSIARAN PUTRA BISTARI, PUTRA HEIGHT,",47650,SUBANG JAYA,SELANGOR,351019152,351019162,"Jalan Putra Bistari 2/5h, Putra Heights, 47650 Subang Jaya, Selangor, Malaysia",3.0266119,101.5733271,Putra Heights,,Selangor,Selangor,Jalan Putra Bistari 2/5h,Subang Jaya,Malaysia,MY,47650,google,
1650,Rendah,PPD PETALING PERDANA,BBC8422,SEKOLAH JENIS KEBANGSAAN CINA KHENG CHEE,"PERSIARAN INDERA, PUSAT BANDAR PUCHONG, PUCHONG",47100,PETALING,SELANGOR,169084884,,"Persiaran Indera, Pusat Bandar Puchong, 47100 Puchong, Selangor, Malaysia",3.0287005,101.6264637,Pusat Bandar Puchong,,Selangor,Selangor,Persiaran Indera,Puchong,Malaysia,MY,47100,google,
1651,Rendah,PPD SEPANG,BBC9401,SJK(C) CHIO CHIAO,PEKAN SALAK,43900,SEPANG,SELANGOR,387061970,387061970,"Lot 37 - 40, Jalan Besar, Pekan Salak, 43900 Sepang, Selangor, Malaysia",2.783546,101.7506102,,,Selangor,Selangor,,Sepang,Malaysia,MY,43900,google,
1652,Rendah,PPD SEPANG,BBC9402,SJK(C) DENGKIL,"DENGKIL,",43800,DENGKIL,SELANGOR,387688259,387686029,"43800, Selangor, Malaysia",2.8669064,101.6954435,,,Selangor,Selangor,,,Malaysia,MY,43800,google,
1653,Rendah,PPD SEPANG,BBC9403,SJK(C) SEPANG,"KAMPUNG BARU,",43900,SEPANG,SELANGOR,331421848,331421848,"Kampung Geching Hilir, 43900 Sepang, Selangor, Malaysia",2.796161,101.722299,Kampung Geching Hilir,,Selangor,Selangor,,Sepang,Malaysia,MY,43900,google,
1654,Rendah,PPD SEPANG,BBC9404,SJK(C) SIN MING,"BATU 16, JLN PUCHONG",47100,PUCHONG,SELANGOR,380613387,380613387,"16, Jalan Puchong, 47100 Puchong, Selangor, Malaysia",2.9976533,101.6203716,,,Selangor,Selangor,Jalan Puchong,Puchong,Malaysia,MY,47100,google,16
1655,Rendah,PPD SEPANG,BBC9405,SJK(C) TCHE MIN,PEKAN SUNGAI PELEK,43950,SUNGAI PELEK,SELANGOR,331411002,331411002,"Pekan Sungai Pelek, 43950 Sungai Pelek, Selangor, Malaysia",2.6434316,101.71964,Pekan Sungai Pelek,,Selangor,Selangor,,Sungai Pelek,Malaysia,MY,43950,google,
1656,Rendah,PPD SEPANG,BBC9406,SJK(C) WAH LIAN,KAMPUNG BARU,43950,SUNGAI PELEK,SELANGOR,331411267,331411267,"No.26B, Jalan Sungai Pelek, Kampung Baru, Selangor Darul Ehsan, 43950 Sepang, Malaysia",2.661167,101.712009,,,,,,Sepang,Malaysia,MY,43950,google,
1657,Rendah,PPD KLANG,BBD0060,SJK(T) LADANG BATU AMPAT,JALAN KOTA RAJA,41000,KLANG,SELANGOR,351619703,351619703,"Jalan Kota Raja, 41000 Klang, Selangor, Malaysia",3.0286412,101.4669601,,,Selangor,Selangor,Jalan Kota Raja,Klang,Malaysia,MY,41000,google,
1658,Rendah,PPD KLANG,BBD0061,SJK(T) LADANG BRAFFERTON,LADANG BRAFFERTON,42200,KAPAR,SELANGOR,123625406,TIADA,"Jalan Bukit Kerayong, Kampung Bukit Kapar, 42200 Kapar, Selangor, Malaysia",3.1677666,101.3695697,Kampung Bukit Kapar,,Selangor,Selangor,Jalan Bukit Kerayong,Kapar,Malaysia,MY,42200,google,
1659,Rendah,PPD KLANG,BBD0062,SJK(T) LADANG BUKIT RAJAH,"LOT 27(OFF JALAN HAJI SIRAT BATU BELAH),JALAN SUMAZAU/KU5,BUKIT RAJA",41050,KLANG,SELANGOR,333446007,333446007,,,,,,,,,,,,,,
1660,Rendah,PPD KLANG,BBD0072,SJK(T) LADANG EMERALD,"BATU 8, JALAN KAMPUNG JAWA",42450,KLANG,SELANGOR,351212520,351212825,"Lot 1248, Bukit Kemuning, Batu 8, Jalan Kampung Jawa, Klang, 42450, 41000, Malaysia",3.02143,101.480915,,,,,,,Malaysia,MY,41000,google,
1661,Rendah,PPD KLANG,BBD0074,SJK(T) LADANG HIGHLANDS,"PERSIARAN BATU NILAM 2, BANDAR BUKIT TINGGI 2",41200,KLANG,SELANGOR,333235274,333243579,"Aeon Bukit Tinggi Shopping Centre, Persiaran Batu Nilam 1, Bandar Bukit Tinggi 2, 41200 Klang, Selangor, Malaysia",2.994566,101.444148,Bandar Bukit Tinggi 2,,Selangor,Selangor,Persiaran Batu Nilam 1,Klang,Malaysia,MY,41200,google,
1662,Rendah,PPD KLANG,BBD0075,SJK(T) LADANG JALAN ACOB,LADANG JALAN ACOB,42200,KAPAR,SELANGOR,332593485,332593485,"Jalan Akob, Kampung Kapar, 42200 Kapar, Selangor, Malaysia",3.1598845,101.3775766,Kampung Kapar,,Selangor,Selangor,Jalan Akob,Kapar,Malaysia,MY,42200,google,
1663,Rendah,PPD KLANG,BBD0076,SJK(T) JALAN TEPI SUNGAI,JALAN TEPI SUNGAI OFF JALAN LEMBAGA BANDARAN,41000,KLANG,SELANGOR,333724173,333724173,"Jln Tepi Sungai & Jalan Lembaga Bandaran, Kawasan 1, 41100 Klang, Selangor, Malaysia",3.0469363,101.4404159,Kawasan 1,,Selangor,Selangor,Jalan Tepi Sungai,Klang,Malaysia,MY,41100,google,
1664,Rendah,PPD KLANG,BBD0077,SJK(T) PERSIARAN RAJA MUDA MUSA,JALAN PERSIARAN RAJA MUDA MUSA,42000,PELABUHAN KLANG,SELANGOR,331686678,331656500,"Persiaran Raja Muda Musa, 42000 Pelabuhan Klang, Selangor, Malaysia",3.011985,101.409463,,,Selangor,Selangor,Persiaran Raja Muda Musa,Pelabuhan Klang,Malaysia,MY,42000,google,
1665,Rendah,PPD KLANG,BBD0078,SJK(T) JALAN MERU,JALAN MERU,41050,KLANG,SELANGOR,333415593,333415593,"Jalan Meru, Klang, Selangor, Malaysia",3.0925079,101.4439556,,,Selangor,Selangor,Jalan Meru,Klang,Malaysia,MY,,google,
1667,Rendah,PPD KLANG,BBD0084,SJK(T) SIMPANG LIMA,"JALAN LANGAT, TAMAN  SRI  ANDALAS",41200,KLANG,SELANGOR,333242900,333242600,"Jalan Langat, Taman Sri Andalas, 41200 Klang, Selangor, Malaysia",3.0187212,101.4416846,Taman Sri Andalas,,Selangor,Selangor,Jalan Langat,Klang,Malaysia,MY,41200,google,
1668,Rendah,PPD KLANG,BBD0092,SJK(T) LDG VALLAMBROSA,"BATU 7, JALAN KAPAR, KAPAR",42200,KLANG,SELANGOR,332902107,332902107,"7, Jalan Kapar, Taman Sentosa, 42200 Kapar, Selangor, Malaysia",3.1331678,101.3760355,Taman Sentosa,,Selangor,Selangor,Jalan Kapar,Kapar,Malaysia,MY,42200,google,7
1666,Rendah,PPD KLANG,BBD0079,SJK(T) METHODIST,JALAN BUKIT KAPAR,42200,KAPAR,SELANGOR,332500424,332500424,"Jalan Bukit Kapar, 42200 Kapar, Selangor, Malaysia",3.1474045,101.3870092,,,Selangor,Selangor,Jalan Bukit Kapar,Kapar,Malaysia,MY,42200,google,
1669,Rendah,PPD KUALA LANGAT,BBD1047,SJK(T) SG MANGGIS,SUNGAI MANGGIS,42700,BANTING,SELANGOR,331878055,331878055,"Kampung Sungai Manggis, 42700 Banting, Selangor, Malaysia",2.832579,101.5487161,Kampung Sungai Manggis,,Selangor,Selangor,,Banting,Malaysia,MY,42700,google,
1670,Rendah,PPD KUALA LANGAT,BBD1053,SJK(T) LDG GADONG,GADONG,42800,TG. SEPAT,SELANGOR,331481090,331481090,"Taman Gadong, 42700 Banting, Selangor, Malaysia",2.700489,101.4735449,Taman Gadong,,Selangor,Selangor,,Banting,Malaysia,MY,42700,google,
1671,Rendah,PPD KUALA LANGAT,BBD1054,SJK(T) LDG JUGRA,JALAN SULTAN ABDUL SAMAD,42700,BANTING,SELANGOR,331203193,331203193,"Jalan Sultan Abdul Samad, 42700 Banting, Selangor, Malaysia",2.8134274,101.4865432,,,Selangor,Selangor,Jalan Sultan Abdul Samad,Banting,Malaysia,MY,42700,google,
1672,Rendah,PPD KUALA LANGAT,BBD1055,SJK(T) JENJAROM,JENJAROM,42600,JENJAROM,SELANGOR,331912401,331912401,"42600, Selangor, Malaysia",2.8883565,101.5134398,,,Selangor,Selangor,,,Malaysia,MY,42600,google,
1673,Rendah,PPD KUALA LANGAT,BBD1058,SJK(T) SIMPANG MORIB,SIMPANG MORIB,42700,BANTING,SELANGOR,331982245,331982245,"Simpang Morib, 42700 Banting, Selangor, Malaysia",2.782482,101.4629249,Simpang Morib,,Selangor,Selangor,,Banting,Malaysia,MY,42700,google,
1674,Rendah,PPD KUALA LANGAT,BBD1060,SJK(T) SUNGAI SEDU,SUNGAI SEDU,42700,BANTING,SELANGOR,331916855,331916855,"Lot 3526, Jalan Jujur 2, Jalan Klang Banting 42700 Selangor, 42700, Malaysia",2.826639,101.53102,,,,,,,Malaysia,MY,42700,google,
1675,Rendah,PPD KUALA LANGAT,BBD1061,SJK(T) SUNGAI BUAYA,SUNGAI BUAYA,42700,BANTING,SELANGOR,331872326,331872326,"Kampung Sungai Buaya, 42700 Banting, Selangor, Malaysia",2.8397724,101.463657,Kampung Sungai Buaya,,Selangor,Selangor,,Banting,Malaysia,MY,42700,google,
1676,Rendah,PPD KUALA LANGAT,BBD1062,SJK(T) TELOK PANGLIMA GARANG,TELOK PANGLIMA GARANG,42500,TELOK PANGLIMA GARANG,SELANGOR,331229732,331229732,"42500, Selangor, Malaysia",2.9229098,101.4799019,,,Selangor,Selangor,,,Malaysia,MY,42500,google,
1677,Rendah,PPD KUALA LANGAT,BBD1063,SJK(T) PUSAT TELOK DATOK,JALAN ORKID,42700,BANTING,SELANGOR,331872873,331872873,"Jalan Orkid, Taman Seri Telok Datok, 42700 Banting, Selangor, Malaysia",2.817672,101.5241426,Taman Seri Telok Datok,,Selangor,Selangor,Jalan Orkid,Banting,Malaysia,MY,42700,google,
1678,Rendah,PPD KUALA LANGAT,BBD1065,SJK(T) LADANG TUMBUK,TANJUNG SEPAT,42800,TANJUNG SEPAT,SELANGOR,331973868,331973868,"42800, Selangor, Malaysia",2.7023274,101.5475409,,,Selangor,Selangor,,,Malaysia,MY,42800,google,
1679,Rendah,PPD KUALA LANGAT,BBD1066,SJK(T) PULAU CAREY SELATAN,"PULAU CAREY SELATAN, KUALA LANGAT,",42960,PULAU CAREY,SELANGOR,162177163,TIADA,"Jalan Pulau Carey, 42960 Pulau Carey, Selangor, Malaysia",2.8529558,101.4005941,,,Selangor,Selangor,Jalan Pulau Carey,Pulau Carey,Malaysia,MY,42960,google,
1680,Rendah,PPD KUALA LANGAT,BBD1067,SJK(T) PULAU CAREY BARAT,PULAU CAREY BARAT,42960,PULAU CAREY,SELANGOR,166447273,TIADA,"Divisyen 4, Ladang Barat, 42500 Telok Panglima Garang, Kuala Langat, Selangor, Malaysia",2.905,101.36041,,,,,,,Malaysia,MY,,google,
1681,Rendah,PPD KUALA LANGAT,BBD1068,SJK(T) PULAU CAREY TIMUR,PULAU  CAREY TIMUR,42960,PULAU CAREY,SELANGOR,124852373,TIADA,"Lebuhraya Lembah Klang Selatan, 42960 Pulau Carey, Selangor, Malaysia",2.8898091,101.4434034,,,Selangor,Selangor,Lebuhraya Lembah Klang Selatan,Pulau Carey,Malaysia,MY,42960,google,
